URL,Name,Address,Website,Phone
https://www.google.com/maps/place/New+Asia+Paper+and+Stationery+Stores/data=!4m7!3m6!1s0x3a526f513df95eef:0x92353c4a5d7a7acb!8m2!3d13.0894547!4d80.2835453!16s%2Fg%2F1td6893l!19sChIJ7175PVFvUjoRy3p6XUo8NZI?authuser=0&hl=en&rclk=1,New Asia Paper and Stationery Stores,"flower bazzar, bus stand, No 30, Malayaperumal Street, Opposite to, Parry's Corner, George Town, Chennai, Tamil Nadu 600001",Not Found,09444336638
https://www.google.com/maps/place/GEM+%26+CO+%28GAMA+pens%29/data=!4m7!3m6!1s0x3a526f51802576c9:0xa24727010641f06b!8m2!3d13.0886905!4d80.2851038!16s%2Fg%2F1tf8rj8v!19sChIJyXYlgFFvUjoRa_BBBgEnR6I?authuser=0&hl=en&rclk=1,GEM & CO (GAMA pens),"215, NSC Bose Rd, Parrys, George Town, Chennai, Tamil Nadu 600001",http://www.gamapens.com/,Phone Number Not Found
https://www.google.com/maps/place/Navrang+store/data=!4m7!3m6!1s0x3a526f3e680ce43b:0x237c832ff0b596df!8m2!3d13.0886265!4d80.2824629!16s%2Fg%2F11kqv_wvk1!19sChIJO-QMaD5vUjoR35a18C-DfCM?authuser=0&hl=en&rclk=1,Navrang store,"Bunder Street, George Town, Chennai, Tamil Nadu 600001",Not Found,08838119612
https://www.google.com/maps/place/CLASSIC+STATIONERY+STORES/data=!4m7!3m6!1s0x3a526fe86321fbed:0x8d6b7e6f43ff9454!8m2!3d13.0898018!4d80.2839555!16s%2Fg%2F11rpkksmtd!19sChIJ7fshY-hvUjoRVJT_Q29-a40?authuser=0&hl=en&rclk=1,CLASSIC STATIONERY STORES,"48, Anderson Street, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,08056216543
https://www.google.com/maps/place/Friends+Offset+Calendars/data=!4m7!3m6!1s0x3a526f51341e2d83:0x6747a423d70f1086!8m2!3d13.0888532!4d80.2824322!16s%2Fg%2F1tfsfv6t!19sChIJgy0eNFFvUjoRhhAP1yOkR2c?authuser=0&hl=en&rclk=1,Friends Offset Calendars,"43, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,07358283007
https://www.google.com/maps/place/Yesemes+Stores/data=!4m7!3m6!1s0x3a526f512e89ead1:0x5ea89ea92491d4b5!8m2!3d13.0889919!4d80.2825651!16s%2Fg%2F11jz4jh8h6!19sChIJ0eqJLlFvUjoRtdSRJKmeqF4?authuser=0&hl=en&rclk=1,Yesemes Stores,"29, Bunder Street, Parrys, George Town, Chennai, Tamil Nadu 600001",https://yesemes.com/,04425380707
https://www.google.com/maps/place/Madras+Papers/data=!4m7!3m6!1s0x3a5265c88352e4e9:0xf6e894e9dc2e791e!8m2!3d13.090389!4d80.284447!16s%2Fg%2F1w0h5ykq!19sChIJ6eRSg8hlUjoRHnku3OmU6PY?authuser=0&hl=en&rclk=1,Madras Papers,"1, Anderson Street, George Town, Chennai, Tamil Nadu 600001",Not Found,09176007176
https://www.google.com/maps/place/S+Mohamedali+Store/data=!4m7!3m6!1s0x3a526f51341e2d83:0x7693223a8749278a!8m2!3d13.0890016!4d80.282579!16s%2Fg%2F1wk4bhgm!19sChIJgy0eNFFvUjoRiidJhzoik3Y?authuser=0&hl=en&rclk=1,S Mohamedali Store,"29, Bunder Street, Broadway, George Town, Chennai, Tamil Nadu 600001",Not Found,04425380707
https://www.google.com/maps/place/Sulaiman+stores/data=!4m7!3m6!1s0x3a526f513e0f3cb1:0xb39019297ca7ba01!8m2!3d13.088853!4d80.2868192!16s%2Fg%2F11c43yv4h9!19sChIJsTwPPlFvUjoRAbqnfCkZkLM?authuser=0&hl=en&rclk=1,Sulaiman stores,"225, Kondi Chetty Street, Parry's Corner, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found
https://www.google.com/maps/place/Vams+Enterprises/data=!4m7!3m6!1s0x3a5265f870c716ab:0x163bac0342ebeea0!8m2!3d13.0918996!4d80.2763707!16s%2Fg%2F11c705wcj3!19sChIJqxbHcPhlUjoRoO7rQgOsOxY?authuser=0&hl=en&rclk=1,Vams Enterprises,"8 14, Managappan Street, Sowcarpet, Chennai, Tamil Nadu 600001",Not Found,09952926875
https://www.google.com/maps/place/Bismi+Plastics+LIMRA+Files/data=!4m7!3m6!1s0x3a526f51663a4bf7:0x23c431795b48a846!8m2!3d13.0893583!4d80.2840157!16s%2Fg%2F11bwqqbplr!19sChIJ90s6ZlFvUjoRRqhIW3kxxCM?authuser=0&hl=en&rclk=1,Bismi Plastics LIMRA Files,"17, Anderson Street, opposite parry’s bus stop, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,09840028411
https://www.google.com/maps/place/Sikkanthar+Stores/data=!4m7!3m6!1s0x3a526fb115fb1ec5:0x1d3a45e381444527!8m2!3d13.0886441!4d80.2839015!16s%2Fg%2F11v5gbx6g7!19sChIJxR77FbFvUjoRJ0VEgeNFOh0?authuser=0&hl=en&rclk=1,Sikkanthar Stores,"40, Malayaperumal Street, Flower Bazaar, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found
https://www.google.com/maps/place/M.K.B.+Sons+Stationery/data=!4m7!3m6!1s0x3a526f51341e2d83:0x865db2797d5c7331!8m2!3d13.0892514!4d80.2826037!16s%2Fg%2F1tff60vg!19sChIJgy0eNFFvUjoRMXNcfXmyXYY?authuser=0&hl=en&rclk=1,M.K.B. Sons Stationery,"Police Station, 27, Bunder Street, opp. police Both, near flower Bazaar, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,04425385761
https://www.google.com/maps/place/Moon+Mart+%28Bag+House%29/data=!4m7!3m6!1s0x3a526feb5402a017:0x9f5321986a64622a!8m2!3d13.0965606!4d80.2867665!16s%2Fg%2F11qgkyrcbl!19sChIJF6ACVOtvUjoRKmJkapghU58?authuser=0&hl=en&rclk=1,Moon Mart (Bag House),"New no: 2, Old no: 40, Jones St, Mannadi, George Town, Chennai, Tamil Nadu 600001",http://moonmart.in/,08083180931
https://www.google.com/maps/place/Jaya+Stationery/data=!4m7!3m6!1s0x3a526f59c5094ea7:0x5e5480ff06f54311!8m2!3d13.0931566!4d80.2802284!16s%2Fg%2F1tfqjthw!19sChIJp04JxVlvUjoREUP1Bv-AVF4?authuser=0&hl=en&rclk=1,Jaya Stationery,"97, Narayana Mudali Street, Seven Wells South, George Town, Chennai, Tamil Nadu 600079",Not Found,Phone Number Not Found
https://www.google.com/maps/place/Gani+Papers+Store/data=!4m7!3m6!1s0x3a526f5d12dcd205:0xbc5f3fc62a4be1c9!8m2!3d13.1040233!4d80.2858838!16s%2Fg%2F11s51vlxp4!19sChIJBdLcEl1vUjoRyeFLKsY_X7w?authuser=0&hl=en&rclk=1,Gani Papers Store,"No. 22/140, Pedariar Koil Street, Seven Wells St, near Stanley Hospital, Chennai, Tamil Nadu 600001",Not Found,09894304533
https://www.google.com/maps/place/Olympia+Paper+%26+Stationery/data=!4m7!3m6!1s0x3a526f516036442d:0x88a079aaa2333227!8m2!3d13.0886162!4d80.2838254!16s%2Fg%2F11j00835dh!19sChIJLUQ2YFFvUjoRJzIzoqp5oIg?authuser=0&hl=en&rclk=1,Olympia Paper & Stationery,"195, NSC Bose Rd, near Parrys, Flower Bazaar, Parry's Corner, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found
https://www.google.com/maps/place/Thanagam+Paper+Store/data=!4m7!3m6!1s0x3a526f511ccbdea9:0x4dddce4de6532891!8m2!3d13.090955!4d80.284397!16s%2Fg%2F11g8qdhy48!19sChIJqd7LHFFvUjoRkShT5k3O3U0?authuser=0&hl=en&rclk=1,Thanagam Paper Store,"1A, Anderson Street, Broadway, George Town, Chennai, Tamil Nadu 600001",Not Found,09841385057
https://www.google.com/maps/place/Sri+Thanigavel+Book+Center/data=!4m7!3m6!1s0x3a526f5edc34198f:0xeb66e837d6166ab5!8m2!3d13.1008176!4d80.2799246!16s%2Fg%2F1263thq0d!19sChIJjxk03F5vUjoRtWoW1jfoZus?authuser=0&hl=en&rclk=1,Sri Thanigavel Book Center,"Kuppier St, Kondithope, George Town, Chennai, Tamil Nadu 600001",Not Found,09962636361
https://www.google.com/maps/place/REPUTE+OFFICE+NEEDS/data=!4m7!3m6!1s0x3a526f4e183606e9:0x6a5c359110515249!8m2!3d13.0901374!4d80.2884169!16s%2Fg%2F1thkq3bk!19sChIJ6QY2GE5vUjoRSVJREJE1XGo?authuser=0&hl=en&rclk=1,REPUTE OFFICE NEEDS,"167, Thambu Chetty St, Parry's Corner, George Town, Chennai, Tamil Nadu 600001",Not Found,09884445444
https://www.google.com/maps/place/Maruti+Novelty/data=!4m7!3m6!1s0x3a526f56f4d8c2bf:0x54d00b67775aa5f1!8m2!3d13.090003!4d80.2799106!16s%2Fg%2F11tcfgjzk4!19sChIJv8LY9FZvUjoR8aVad2cL0FQ?authuser=0&hl=en&rclk=1,Maruti Novelty,"44/3, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",Not Found,08667705934
https://www.google.com/maps/place/Gautam+Stationery+House/data=!4m7!3m6!1s0x3a526f56faaaaaab:0x746c3eca4fc56af3!8m2!3d13.0896609!4d80.2797838!16s%2Fg%2F1tkb3jt9!19sChIJq6qq-lZvUjoR82rFT8o-bHQ?authuser=0&hl=en&rclk=1,Gautam Stationery House,"53, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600079",Not Found,04425385267
https://www.google.com/maps/place/Radhey+Shyam+Bros/data=!4m7!3m6!1s0x3a526f56faaaaaab:0x32e6c69261c3f181!8m2!3d13.091035!4d80.279966!16s%2Fg%2F1v_w0t5d!19sChIJq6qq-lZvUjoRgfHDYZLG5jI?authuser=0&hl=en&rclk=1,Radhey Shyam Bros,"Old no)69, 69, Narayana Mudali Street, Rustagi complex, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",Not Found,04442625431
https://www.google.com/maps/place/KPJ+MOHAN+STATIONERY/data=!4m7!3m6!1s0x3a526f0388c2aa0d:0xebf8a821d964cd41!8m2!3d13.1019288!4d80.2854018!16s%2Fg%2F11v9lgyndp!19sChIJDarCiANvUjoRQc1k2SGo-Os?authuser=0&hl=en&rclk=1,KPJ MOHAN STATIONERY,"9, Pedariyar Koil St, Broadway, Thayapa, Bundar Rama Garden, George Town, Chennai, Tamil Nadu 600001",Not Found,08124987111
https://www.google.com/maps/place/JK+Stationery+and+Xerox/data=!4m7!3m6!1s0x3a526f4137d43859:0xee9df6e6da457c27!8m2!3d13.1141609!4d80.293921!16s%2Fg%2F11w1wwzd2j!19sChIJWTjUN0FvUjoRJ3xF2ub2ne4?authuser=0&hl=en&rclk=1,JK Stationery and Xerox,"no 41, New no 82, old, 2, Thambu Ln, Royapuram, Chennai, Tamil Nadu 600013",Not Found,08015105322
https://www.google.com/maps/place/Shree+Meenakshi+Paper+Mart/data=!4m7!3m6!1s0x3a526f56faaaaaab:0xd4f8aa9dd269845c!8m2!3d13.0923667!4d80.2797161!16s%2Fg%2F1v9gswsf!19sChIJq6qq-lZvUjoRXIRp0p2q-NQ?authuser=0&hl=en&rclk=1,Shree Meenakshi Paper Mart,"73, Perumal Mudali St, Sowcarpet, George Town, Chennai, Tamil Nadu 600079",Not Found,04425368481
https://www.google.com/maps/place/Avm+Stores/data=!4m7!3m6!1s0x3a526f53e5181a4f:0xb9e787e462b48c66!8m2!3d13.0885833!4d80.2823366!16s%2Fg%2F1tg5sh6r!19sChIJTxoY5VNvUjoRZoy0YuSH57k?authuser=0&hl=en&rclk=1,Avm Stores,"182/102, NSC Bose Road,Flower Bazzar,parrys, Chennai, Tamil Nadu 600001",Not Found,07904234802
https://www.google.com/maps/place/Regal%22HP%22Books+%26+Stationery/data=!4m7!3m6!1s0x3a5265e5f8fa4901:0xbb37d9b3a7006668!8m2!3d13.0922205!4d80.2768141!16s%2Fg%2F11n848b1c2!19sChIJAUn6-OVlUjoRaGYAp7PZN7s?authuser=0&hl=en&rclk=1,"Regal""HP""Books & Stationery","Old No 59 New No 23, Elephant Gate St, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",Not Found,09941801775
https://www.google.com/maps/place/P+R+Natham+and+Co/data=!4m7!3m6!1s0x3a526f520fffffff:0x9f680b8313b0589d!8m2!3d13.0898049!4d80.2785003!16s%2Fg%2F1thz02q7!19sChIJ____D1JvUjoRnViwE4MLaJ8?authuser=0&hl=en&rclk=1,P R Natham and Co,"189/2, NSC Bose Rd, near Hotel Sankar Cafe, Parry's Corner, George Town, Chennai, Tamil Nadu 600001",Not Found,04425381705
https://www.google.com/maps/place/SUNIL+XEROX/data=!4m7!3m6!1s0x3a526f481770aaa3:0x20a2c99f06ea3383!8m2!3d13.0953529!4d80.2913615!16s%2Fg%2F11rx1fwg4n!19sChIJo6pwF0hvUjoRgzPqBp_JoiA?authuser=0&hl=en&rclk=1,SUNIL XEROX,"3, Jaffersyrang St, Mannadi, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found
https://www.google.com/maps/place/NSA+Stationers/data=!4m7!3m6!1s0x3a526f511066c25b:0xf4162a3290038b47!8m2!3d13.0904805!4d80.2842103!16s%2Fg%2F1tdcpz3s!19sChIJW8JmEFFvUjoRR4sDkDIqFvQ?authuser=0&hl=en&rclk=1,NSA Stationers,"No 30(New No 64), Anderson Street, (Opposite Hameedia Restaurant), Anderson Street, Chennai, Tamil Nadu 600001",Not Found,09840490860
https://www.google.com/maps/place/Balan+Stores/data=!4m7!3m6!1s0x3a526f4522614087:0x576fc50166447dbd!8m2!3d13.096467!4d80.2896944!16s%2Fg%2F1tcv4rcf!19sChIJh0BhIkVvUjoRvX1EZgHFb1c?authuser=0&hl=en&rclk=1,Balan Stores,"No. 55, Mannady Street, Mannady, Mannady Street, Mannadi, George Town, Chennai, Tamil Nadu 600001",Not Found,04425216338
https://www.google.com/maps/place/Sri+Annai+Fancy+%26+Stationery/data=!4m7!3m6!1s0x3a526f644dd79f8f:0x2b7eee5ec2adeb11!8m2!3d13.1105896!4d80.2889462!16s%2Fg%2F11c7vzjbjh!19sChIJj5_XTWRvUjoREeutwl7ufis?authuser=0&hl=en&rclk=1,Sri Annai Fancy & Stationery,"No.11/13 Andiappan, Thandavarayan St, Washermanpet, Chennai, Tamil Nadu 600021",Not Found,09444019915
https://www.google.com/maps/place/Hayzza+Store/data=!4m7!3m6!1s0x3a526f15c61d6f2d:0x4ce7e837212c648e!8m2!3d13.0999323!4d80.2863147!16s%2Fg%2F11vr0lsr2w!19sChIJLW8dxhVvUjoRjmQsITfo50w?authuser=0&hl=en&rclk=1,Hayzza Store,"4, St Xavier St, Asirvada Puram, George Town, Chennai, Tamil Nadu 600001",Not Found,09444003853
https://www.google.com/maps/place/Perfect+Stationery+Suppliers/data=!4m7!3m6!1s0x3a526f44612f498b:0x8ea19845d56351d!8m2!3d13.0987663!4d80.2909725!16s%2Fg%2F11s4602t_l!19sChIJi0kvYURvUjoRHTVWXYQZ6gg?authuser=0&hl=en&rclk=1,Perfect Stationery Suppliers,"37XR+G95, Krishnan Koil St, Mannadi, George Town, Chennai, Tamil Nadu 600001",Not Found,Phone Number Not Found
https://www.google.com/maps/place/Chandra+Stores/data=!4m7!3m6!1s0x3a526f653679b805:0xb348992e15f95ccd!8m2!3d13.1164925!4d80.2863648!16s%2Fg%2F11c2jf_czz!19sChIJBbh5NmVvUjoRzVz5FS6ZSLM?authuser=0&hl=en&rclk=1,Chandra Stores,"No.106,, Solaiappan Street,, Old WASHERMENPET,, Chennai, Tamil Nadu 600021",Not Found,Phone Number Not Found
https://www.google.com/maps/place/S.S.N+Traders+%26+Crakers/data=!4m7!3m6!1s0x3a526f513684d729:0xabd3331ed159b832!8m2!3d13.0899038!4d80.2826547!16s%2Fg%2F11t420dh1v!19sChIJKdeENlFvUjoRMrhZ0R4z06s?authuser=0&hl=en&rclk=1,S.S.N Traders & Crakers,"16,Bunder Street, Broadway, Parrys, George Town, Chennai, Tamil Nadu 600001",Not Found,09940332303
https://www.google.com/maps/place/Balaji+Book+Center/data=!4m7!3m6!1s0x3a526f5e7d611395:0x6c2936e63f37b812!8m2!3d13.1007993!4d80.2820493!16s%2Fg%2F11clvbl0x1!19sChIJlRNhfV5vUjoRErg3P-Y2KWw?authuser=0&hl=en&rclk=1,Balaji Book Center,"84/2, Seven Wells St, Seven Wells South, George Town, Chennai, Tamil Nadu 600001",Not Found,08946046891
